,text,user
800,Gdzie szukałas mieszkania?Przez agencje czy na najpopularniejszych stronach z mieszkaniami typu gumtree/olx/otodom?Bardzo chciałabym zaraz po maturze wyjechac do Warszawy i rozglądam się za jakimiś fajnymi mieszkaniami w starych kamienicach (zakładam ze w coś takiego celowałaś)i jezeli to nie tajamnica na jaka czesc śródmieścia się zdecydowaliście?,Anonymous
801,"najlepiej szukać przez znajomych, najfajniejsze mieszkania ludzie często chcą wynająć znajomym/znajomym znajomych a nie zupełnie obcym ludziom z olx/otodom itp.",Laura
802,torba piekna :) ,Tynka.
803,gratulacje! czekam na posty z inspiracjami wnętrzarskimi! jaka dzielnica? będziesz czasem wbijać do Wrocławia czy raczej rzadko? :)),Anonymous
804,wrocilas na silownie? jezeli tak gdzie chodzisz i czy cwiczysz z trenerem? i ile razy w tyg/,Anonymous
805,"do Holmes Place w Ovo we Wrocławiu. w Warszawie są 3, więc przeniosę się do któregoś z nich (chyba też w Hiltonie, bo podobno tam jest najładniejszy). mam w karnecie godziny z trenerem, ale pierwsze co chcę zrobić to zacząć od cardio a nie cwiczen silowych a to mogę robic na wlasną rękę - orbitrek, bieżnia, zajęcia typu chodakowska - muszę przede wszystkim przyzywaczić się na nowo do wysiłku, rozruszać i odświeżyć sylwetkę.  powroty są najgorsze :D planuję 4 razy w tygodniu, za jakiś miesiąc wezmę się za treningi siłowe, ale to pewnie mocno optymistyczna wersja, bo TAK MI SIĘ NIE CHCE, ŻE SZOK",Laura
806,tak mi się przypomniało o tym wpisie Olfaktorii na temat Holmes Place w Hiltonie http://www.olfaktoria.pl/2014/05/skandaliczna-obsluga-w-silowni-holmes-place-hilton-w-warszawie/,Anonymous
807,Chcialabys mieć psa?,Anonymous
808,bardzo,Laura
809,"Serio Laura? :o ja myślałam ze jesteś tyłem osoby, która nie lubi zwierząt",Anonymous
810,"Laurka, czy Twój mały piesek (to chyba był ratlerek?) ma się dobrze? Ile ma lat? Kompletnie zapomniałam jak się wabi, chyba coś na P? :) Pamiętam tyle pięknych i ciekawych zdjęć z czasów photobloga..Nie wiem, czy zdajesz sobie sprawę ile osób pamięta Cię właśnie z notek, zdjęć jako electricity..i pierwszych długich notek na tym blogu! Pamiętam, kupiłam krem No Scar z Twojego polecenia, ale się u mnie nie sprawdził, haha ;) ",Anonymous
811,kupiłaś mieszkanie? czy wynajmować będziecie ,Anonymous
812,"wynajmować, jeszcze nie wiedziałabym gdzie chcę kupić swoje mieszkanie",Laura
813,"Laura, mam pytanie, jeśli normalnie noszę rozmiar 40/42 spodni, ale zazwyczaj spadają mi z bioder, które nie są tak rozbudowane jak mięśnie na nogach (długich, bo mam 180 wzrostu), to myślisz, że jaki rozmiar jeansów z previ byłby mniej więcej pokrewny z tym rozmiarem?",Anonymous
814,"hmm, ja noszę levisy najczęściej 30 (chodzi mi o rozmiarówkę tych unisex z Previi a nie nowych modeli) a w zarze h&M noszę spodnie 36/38 (zależy od fasonu), ale nie jestem pewna czy tę rozmiarówkę masz na myśli? akurat w tej dostawie z długich nogawek skinny mamy tylko mega małe rozmiary ",Laura
815,"Autentycznie rozbawił mnie ten post, takie ""Coś wiem ale nie powiem, i coś tam mam fajnego ale nie pokażę"" <3",Anonymous
816,"no wiem, haha, ale chciałam Wam dać cynk, że nie zaniedbuję bloga z lenistwa :)",Laura
817,Laura z czym założyła byś beżowe chinosy? Pozdrawiam:),Anonymous
818,"nie przepadam za takimi spodniami, więc sama nie wiem :)",Laura
819,"Hej Laura, farbujesz nadal brwi henna refectocil? Moglabys powiedziec ktorym kolorem? ",Anonymous
820,"tak, zawsze czarnym (on nie wychodzi kruczoczarny a brązowy)",Laura
821,Twój chlopak mógł od tak wyprowadzić się do Warszawy?,Anonymous
822,"Nie, dlatego wyprowadzamy się dopiero teraz a nie prawie rok temu (wtedy wpadłam na ten pomysł)",Laura
823,Podoba Ci sie nadal taka skórzana kurtka z h&m z takiej gruboziarnistej skory? Pokazywalas ja na blogu kiedys taka motocyklowa z działu trend?,Anonymous
824,"Laura, czy na snapchacie masz możliwość zobaczenia z jakich krajów są Twoi obserwatorzy, czy takie rzeczy możesz ewentualnie zobaczyć tylko na instagramie? I czy jesteś, powiedzmy, popularna w innych krajach niż Polska?",Anonymous
825,"Kochana, czy mogłabyś podać nazwy swoich ulubionych zapachów? Czy masz w planach zakup czegoś nowego? Jestem ciekawa, czym pachnie taka piękna kobieta, robisz niesamowite wrażenie na żywo!PS. Za jakimi męskimi perfumami szalejesz? Jakie np. kupiłabyś tacie/bratu/chłopakowi? ;)",Anonymous
826,"Używana Foreo Luna Minihttps://www.olx.pl/oferta/foreo-luna-mini-CID87-IDkk3M4.html#9e72fae6cdLaura, wybacz za spam :* jak coś to usuń :)",Anonymous
827,Jak poznalas natalie atmanska?,Anonymous
828,wybierasz sie na trainspotting 2?,Anonymous
829,"bardzo żałuję, że podczas wyprzedaży nie kupiłam sobie ""na próbę"" nawet sieciówkowego worka. Pewnie bym się z nim polubiła i w przyszłości zainwestowała w jakiś dobry egzemplarz...KAEMTZE",KAEMTZE
830,Śliczny kolor tej torebki <3 zadowolona jesteś z tej marki? ja ich śledzę na instagramie i zastanawiam się nad zakupem!,ladyagat
831,a ja sprzedaje torbe worek lull http://lamode.info/tl_files/she/TOREBKA/CZARNA%20TORBA%20TYPU%20WOREK%20LULL.jpginfo mail madzik 6161@o2.pl :(,Anonymous
832,Skąd zamawiasz refectoil? ,Anonymous
833,Nie chciałabyś może sprzedać tego płaszcza z h&m?http://www.horkruks.com/2016/05/trench-coat.html,Anonymous
834,http://www2.hm.com/pl_pl/productpage.0461532001.html co sądzisz Laura o tego typu butach i konkretnie o tych?,Anonymous
835,Laura mogłabyś podać model albo link do tych jeansów co dostałaś w tej skrzyni zalando? ,Anonymous
836,chciałabyś sprzedać którąś ze swoich torebek? ,Anonymous
837,"nogami nie powinnaś się chwalić, nie wszystko się ma ekstra, nogi to nie Twój atut, dodatkowo skróciłaś je skarpetką i mimo, że w szpilce i tak nie masz smukłej nogi to teraz katastrofa ....",Anonymous
838,"paranoja, normalne szczupłe nogi w dobrej proporcji do ciała.. co ma mieć dwie wykałaczki?",Anonymous
839,"4:05 aale jej doje**łaś...jakie dymy robisz dzieffczyno w sieci no nie moooge, taki kociołek menelixa dla ciebie prawilna mordko nieźle odkorbiłaś warjatko pozdro z fartem pisz tu częściej!",Anonymous
840,"kwestia gustu jak zawsze, Laura wg mnie ma ładne nogi, a krój sukienki i te skarpetki sprawiają że wygląda dziewczęco. Od kiedy fakt pokazania nóg na zdjęciu całego ciała = chwalenie się?",Anonymous
841,"Innych nóg nie będzie miała, eksponuje więc te. Nikogo przy tym nie krzywdzi.Czy czujesz się lepiej kiedy *napiszę bezpośrednio* wylejesz z gęby takie szambo na kogoś?Czy może poprawia ci to samopoczucie?",Anonymous
842,"No,KATASTROFA, straszna. Daj żyć",Anonymous
843,Kapitalne połączenie! ,Ewa Macherowska
844,Masz tutaj na ustach tę pomadkę? :),Anonymous
845,tak :),Laura
846,"Hej Laura, jak myślisz -  z czym najlepiej ubrać lekki, czarny, satynowy płaszcz stylizowany na porannik/długie kimono? Na w miarę elegancką imprezę. Może z dopasowaną sukienką? :)",Anonymous
847,"jeżeli nie jest mocno przezroczysty to ja bym w ogóle założyła jako sukienkę :) na sukienkę też fajnie, do tego np. czarne sandały",Laura
848,podobają Ci się jakieś damskie plecaki? jeśli tak to podasz link albo nazwe firmy?,Anonymous
849,"Jest szansa na post z pomysłami stroju na komunie jakoś w najbliższej przyszlosci? Idę na komunię już w pierwszy weekend maja, za 10 dni, a zero pomysłów i koncepcji ;( I drugie pytanie: czy znalazłaś już w Warszawie solarium godne polecenia z dobrym standardem? :)",Anonymous
850,sama nie wiem co założę :) a solarium - ktoś polecił mi Smolną 10 i jest porządnie,Laura
851,"Laura, a gdzie w kato chodzilas na solke? ",Anonymous
852,"Laura, można wiedzieć jaką marynarkę miałaś na sobie, chyba na imprezie K Maga? Z tego co widziałam na snapie",Anonymous
853,http://mayablack.com/pl/sukienki/18-sukienka-stella.html,Laura
854,Powiedziałabyś w jakim rozmiarze masz czarny sweter Bik Bok (stary post)? S czy M?,Anonymous
855,M,Laura
856,in pailettes we trusthttp://7-sevendays.blogspot.gr/,7SEVENDAYS
857,to przed Zachętą?,Anonymous
858,"obok zachęty, ewangelicki kościół św. Trójcy",Laura
859,"Laura, będę na majówkę we wrocławiu. Polecasz jakieś knajpy/miejsca, które warto odwiedzić?",Anonymous
860,"jeżeli nie za późno: Piec na Szewskiej przede wszystkim! najlepsza pizza. Dinette na świdnickiej, Shrimp House, Osiem Misek. pawilon 4 kopuł (muezum wspolczesne), muzeum narodowe",Laura
861,jaki jest Twoj ulubiony film tarakowskiego?,Anonymous
862,Tarkowskiego? Ofiarowanie i stalker,Laura
863,"Laura, jakie mokasyny kupilabys nie majac Gucci? :) polecisz cos? lub generalnie jakies baleriny lub tego typu buty na wiosne. Dzieki!",Anonymous
864,"baleriny z miękkiej skorki nadal Balagan!loafersy np.:http://www.office.co.uk/view/product/office_catalog/2,30/2582700078http://www2.hm.com/pl_pl/productpage.0461414001.html#Czarny",Laura
865,"Masz tyle gracji w sobie, że aż nie mogę uwierzyć!😍Chicofstylee.blogspot.com",Agnieszka
866,"Oprócz tych czarnych, zamszowych loafersów z H&M mozesz polecić jakieś niezamszowe godne uwagi. Bardzo podobają mi się te z Gucci ale są strasznie drogie. Szukam jakieś alternatywy cenowej?",Anonymous
867,"nie wiem jak traktować te buty, czy jako podobne (bo loafersy z metalową aplikacją z przodu to dosyć powszechny motyw) czy chamską kopię, ale: http://www.office.co.uk/view/product/office_catalog/2,30/2582700078",Laura
868,"kurcze, moim zdaniem jesteś stworzona do ciemnych włosów :) pozdrawiam",xyz
869,"Laura, nosisz stanik do tej sukienki od Realisation? ",Anonymous
870,zazwyczaj nie,Laura
871,"Wybieram się na majówkę do Wiednia. Jakie miejsca najbardziej polecasz? Gdzie zjeść? Jeśli nie jesteś w stanie pomóc, to może ktoś z czytelników. ",Anonymous
872,"nie mam pojęcia, może jeszcze się załapiesz na podpowiedzi dziewczyn :)",Laura
873,"albertina i muzeum historii sztuki jeśli jesteś miłośniczką malarstwa, prater koniecznie, słynne kawiarnie - najlepiej podobało mi się w cafe central, demel też ok. tort sachera przereklamowany ;) no i spacery wokół ringu! schoenbrunn też ciekawy o tej porze roku",Anonymous
874,ja jeszcze polecę dom motyli i całą tę okolicę oraz MUMOK :-),Anonymous
875,http://www.lebrand.pl/czerwony-sweter-z-wywinieciem  100% akryl za 500 zł? co o tym myślisz?,Anonymous
876,"dziwne, LeBrand zazwyczaj szyje z dobrych tkanin. na zdjęciu wygląda pięknie, ale nie dałabym tyle za sweter z akrylu, bo wiem, że ta tkanina się bardzo mechaci",Laura
877,"ta sukienka zaburzyła Ci kompletnie proporcje, tym razem jestem na nie",Anonymous
878,"Laura, wyglądasz świetnie jak zwykle! Jakiego aparatu i obiektywu używasz?",Anonymous
879,dziękuję! to jest nikon d80 + 1.8 50mm,Laura
880,"ech blog zdech ;_; Laura, pisz coś! czekamy!",Anonymous
881,"nie było nowych zdjęć, bo chora jestem, ale dzisiaj wygrzebałam się na chwilę z domu i zrobiłam szybki outfit. :) jutro planuję dodać coś z ""on my mind"" i post beauty z kilkoma nowościami",Laura
882,używałaś kiedyś spiruliny zewnętrznie albo wewnętrznie? ,Anonymous
883,nie,Laura
884,"Znasz sie na biznesie? Chcialabys miec kiedys jakis wlasny biznes, oprocz bloga?",Anonymous
885,"nie wiem co się kryje pod ""znać się na biznesie"", jeżeli chodzi o twardą wiedzę na ten temat to nie, jednak nie sądzę żeby to było konieczne, liczy się dobry pomysł i może znajomość branży. myślę, że tak, mam nawet kilka mglistych jeszcze pomysłów",Laura
886,Lo masz juz jakieś ulubione czysto kulinarne miejsca w Warszawie albo jeszcze lepiej na starej pradze? tak żeby zjeść smacznie śnaiddanie albo/i obiadokolację?,Anonymous
887,"na razie moje ulubione miejsca to Uki Uki, Regina, La Sirena, Mod, Palmier a na śniadanie Sam. tutaj w okolicy? z najbliższych spoko to Warszawa Wschodnia, może jeszcze na Ząbkowskiej Skamiejka z kuchnią rosyjską, ciekawy klimat tam panuje :D",Laura
888,"Lauro czy jest szansa, że przygotujesz post o tym w co się ubrać na wesele, żeby wyglądać elegancko i modnie, bez uciekania się do typowo ""weselnych kiecek""? Myślę, że nie tylko ja będę wdzięczna. Pozdrawiam serdecznie! ",Monika
889,Uwielbiam te torebki!,Kapuczina
890,"Mogłabyś może powiedzieć, gdzie kupiłaś te skarpetki? ",Anonymous
891,Mia Wallace!,Anonymous
892,"Super w takim klasycznym wydaniu wyglądasz, szukam takiej prostej apaszki od dłuższego czasu ale maży mi się jedwabna!Lairo a co sądzisz o takich mokasynach guccihttp://www.aukcjoner.pl/gallery/020717206-3.html#I3???",Anonymous
893,"oj przepiękne, szkoda, że trochę zniszczone! też szukam jedwabnej :)",Laura
894,jaki rozmiar spodni? lużniejsze czy dopasowane?,Anonymous
895,"36, raczej dopasowane, zależy jak się stanie, bo na zdjęciu trochę odstają przy udzie",Laura
896,http://www2.hm.com/pl_pl/productpage.0323972002.html podoba Ci się?,Anonymous
897,tak,Laura
898,zadowolona jesteś z paska solar? dobra jakosć? fajna skóra?,Anonymous
899,"mam go dopiero kilka dni, ale myślę, że będzie sprawował się bez zarzutu, fajna",Laura
900,gdybyś miała wybrać tylko jedną rzecz z kolekcji H&m Studio to co byś wybrała? spódnicę czy masz jakiś inny typ?,Anonymous
901,to co wybrałam - wybierałam z całej kolekcji. spódniczka to moja ulubiona rzecz,Laura
902,♥,Milex xxx
903,jak oceniasz materiał spodni? mocno lejący?,Anonymous
904,"nie, to w duzej mierze wełna, więc są raczej sztywne. jeżeli chcesz lejące dzwony to polecam te: http://www.zara.com/pl/pl/kobieta/studio/mocno-rozszerzane-spodnie-z-kolekcji-studio-c476001p2775608.html",Laura
905,masz je?,Anonymous
906,Tak,Laura
907,jaki rozmiar?,Anonymous
908,A cio Ty taka smutnawa Lauruś? :) ,Anonymous
909,Nieee :D,Laura
910,http://www.zara.com/pl/pl/kobieta/studio/mocno-rozszerzane-spodnie-z-kolekcji-studio-c476001p2775608.html jaki masz rozmiar z tych spodni? fajny materiał?,Anonymous
911,"Super materiał, S",Laura
912,"Zamszowa spódniczka H&M Trend rozmiar 32 wypada jak 34, nowa z kompletem metek: http://oi60.tinypic.com/5uoi2f.jpg http://oi59.tinypic.com/s6u7oj.jpg http://oi59.tinypic.com/25qexvo.jpg Może ktoś poszukuje? Okazyjna cena.",Anonymous
913,Będziesz jeszcze nosić ten sweter? http://3.bp.blogspot.com/-m-mfAGgRrz4/U0aJEA0MTiI/AAAAAAAAQKI/t7l5gDcRpnU/s1600/bleu1.png Nie chciałabyś go sprzedać? :),Anonymous
914,Nie mam go juz :),Laura
915,Apaszka trochę jak ta którą nosiła Christiane F :) http://burksta.files.wordpress.com/2013/03/chr33zg.jpg,Filologia Francuska
916,❤️,Laura
917,Spodnie nadają się na zimę?,Anonymous
918,Jak najbardziej ,Laura
919,Piękna! I want more! ,Anonymous
920,masz może przy sobie płaszcz burberry? czy to jest damski model? na którą stronę jest zapinany? jaki rozmiar?,Anonymous
921,"Męski chyba, nie pamietam na która strone, zobacz na zdjeciach :)",Laura
922,jak określiłabyś jego odcień? jaki jest w rzeczywistości?,Anonymous
923,"Lauro, wiesz może, w jakim sklepie mogę kupić wełnianą marynarkę w kratę, nie czarno-białą i raczej luźną? Zależy mi na jakości :/",Anonymous
924,A jaki kolor i krój?,Laura
925,"Ha! Wymarzona to chyba czarna w zielono-bordowo-granatową kratę, raczej dłuższa, nietaliowana. Dzięki za odpowiedź ;)",Anonymous
926,Wyglądasz jak katechetka ,Anonymous
927,"Dla równowagi, bo wczoraj były dilda 😇",Laura
928,+5 za tą riposte. Co to za niezdrowa podnieta tym wczorajszym postem ...,Anonymous
929,Hahahahahah <3 w takim razie chciałabym zeby uczyła mnie taka katechetka ,Anonymous
930,https://www.zalando.pl/reebok-classic-gl-6000-tenisowki-i-trampki-carbon-medium-grey-silvery-green-re011s01i-c11.htmlco myslisz?,Anonymous
931,Nie podobaja mi sie,Laura
932,Lovely! xxwww.blancheneve.com,Bianca
933,"Masz wyjątkowy styl, a do tego przepiękne zdjęcia! Co prawda, nie czerpię inspiracji modowych z Twojego bloga, gdyż mam zupełnie inny styl, ale zaglądam tu codziennie, bo sprawia mi przyjemność oglądanie Twojej pracy. Poza tym, jestem pełna podziwu wobec Twojego stosunku do czytelników - każdemu odpisujesz wyczerpująco i szczerze na komentarze. To się chwali! ",Anonymous
934,kupiłaś cos w Cos?,Anonymous
935,będziesz nosiła tę apaszkę do czegoś jeszcze czy tylko do koszuli? + jaki masz iphone? 5 czy 6? :),Anonymous
936,strasznie fajna klasyka!,Jeans Please!
937,Cześć Laura! Kojarzysz może gdzie można kupić jakieś fajne plecaki? Niekoniecznie sportowe. Buzi!,Anonymous
938,http://www.mangooutlet.com/PL/p0/kobieta/jesienna-kolekcja/dzinsy-dzwony-flare/?id=23063524_TM&n=1&s=avance&ident=0__0_1442332825631&ts=1442332825631co sądzisz?,Anonymous
939,"Lauroo, nie chciałabys urozmaicić bloga (jest naprawdę świetny, ale osobiscie mysle, ze bylby to bardzo ciekawy dodatek) wpisami w stylu 'phone mix', najlepsze zdjęcia z telefonu, z różnych miesięcy? czy to selfie, czy to jakieś pyszne żarełko, przeniesienie instagramu na bloga? byloby ciekawie :))",Anonymous
940,"http://www2.hm.com/pl_pl/productpage.0304975002.html Nie nosze skory, co powiedziałabym o tych Laura?",Anonymous
941,"http://www.mangooutlet.com/PL/p0/kobieta/jesienna-kolekcja/skorzana-kurtka-biker/?id=33095583_02&n=1&s=avance&ident=0__0_1442385617285&ts=1442385617285Laurko, napisz proszę, czy jest sens inwestować  500 zł w tę kurtkę?",Anonymous
942,Czy Twój wełniany top w prążek jest dosyć długi?,Anonymous
943,http://www.oliviakijo.com/2014/10/night-day-dressing.htmlOlivia Kijo rok temu ;),Anonymous
